Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
9893753,Bridging disciplines with training in remote sensing for animal movement: an attendee perspective,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridging disciplines with training in remote sensing for animal movement: an attendee perspective,Remote Sensing in Ecology and Conservation,"Clark, B.L.; Bevanda, M.; Aspillaga, E.; Jørgensen, N.H."
9893754,Ocean heat content reveals secrets of Fish Migrations,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocean heat content reveals secrets of Fish Migrations,PLoS ONE,"Luo, J.; Ault, J.S.; Shay, L.K.; Hoolihan, J.P.; Prince, E.D.; Brown, C.A.; Rooker, J.R."
9893755,"Satellite remote sensing in shark and ray ecology, conservation and management",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satellite remote sensing in shark and ray ecology, conservation and management",Frontiers in Marine Science,"Williamson, M.J.; Tebbs, E.J.; Dawson, T.P.; Jacoby, D.M.P."
9893756,"Biogeography of the Oceans: A Review of Development of Knowledge of Currents, Fronts and Regional Boundaries from Sailing Ships in the Sixteenth Century to Satellite Remote Sensing",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Biogeography of the Oceans: A Review of Development of Knowledge of Currents, Fronts and Regional Boundaries from Sailing Ships in the Sixteenth Century to Satellite Remote Sensing",Pure and Applied Geophysics,"Priede, I.G."
9893757,Spatial relationships of Adelie penguin colonies: Implications for assessing population changes from remote imagery,hannah.1.wood,,TRUE, Scopus,,,,,1998,Australia,Mawson region,Antarctica,"-67.58, 62.75",1,1988,1,,Pygoscelis adeliae,,,979,, Abundance/Population Estimates,, Aerial survey,,,,Aircraft (manned),,,,,,Images/photographs,Colony size/distribution,,,,AutoCAD 13 (Autodesk Inc. 1995), Not Included,,mention that the 'study is limited to a large dataset from one species in one region in one year',,,,using population counts and colony size to estimate pair density,,Spatial relationships of Adelie penguin colonies: Implications for assessing population changes from remote imagery,Antarctic Science,"Woehler, E.J.; Riddle, M.J."
9893758,Changes in wetlands and surrounding land cover in a desert area under the influences of human and climatic factors: A case study of the Hongjian Nur region,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changes in wetlands and surrounding land cover in a desert area under the influences of human and climatic factors: A case study of the Hongjian Nur region,Ecological Indicators,"Xiu, L.; Yan, C.; Li, X.; Qian, D.; Feng, K."
9893759,"Spatio-temporal foraging patterns of a giant zooplanktivore, the leatherback turtle",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spatio-temporal foraging patterns of a giant zooplanktivore, the leatherback turtle",Journal of Marine Systems,"Fossette, S.; Hobson, V.J.; Girard, C.; Calmettes, B.; Gaspar, P.; Georges, J.-Y.; Hays, G.C."
9893760,A spatiotemporal structural graph for characterizing land cover changes,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A spatiotemporal structural graph for characterizing land cover changes,International Journal of Geographical Information Science,"Wu, B.; Yu, B.; Shu, S.; Wu, Q.; Zhao, Y.; Wu, J."
9893761,Data reconstruction for remotely sensed Chlorophyll-a concentration in the ross sea using ensemble-based machine learning,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data reconstruction for remotely sensed Chlorophyll-a concentration in the ross sea using ensemble-based machine learning,Remote Sensing,"Park, J.; Kim, H.-C.; Bae, D.; Jo, Y.-H."
9893762,Application of space-based processing technologies to estimating environmental conditions of mining landscape objects in Korshunov iron ore field information about authors,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application of space-based processing technologies to estimating environmental conditions of mining landscape objects in Korshunov iron ore field information about authors,Gornyi Zhurnal,"Zenkov, I.V.; Nefedov, B.N.; Zayats, V.V.; Nefedov, N.B."
9893763,Challenges on providing conservation advice for a growing network of English Marine Protected Areas,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenges on providing conservation advice for a growing network of English Marine Protected Areas,Marine Policy,"Rush, S.; Solandt, J.L."
9893764,How area restricted search of a pelagic seabird changes while performing a dual foraging strategy,hannah.1.wood,,TRUE, Scopus,,,,,2010,Portugal,"Corvo  (Azores),  Berlengas  (continental  Portugal)  and  Selvagem  Grande  (Selvagens  archipelago",Portugal,,,,,,Calonectris diomedea,,54,,78 foraging trips,Foraging Location/Distribution,,Satellite tag/GPS tag,,4 metres,5 min, Satellite,,bathymetry:  www.ngdc.noaa.gov/mgg/global/global.html;;;Chl a: http://ocean-color.gsfc.nasa.gov/ ;;;SST:  http://poet.jpl.nasa.gov/,,Aqua (SST),MODIS (SST),monthly composite chlorophyll  a  concentration  (CHL);;;monthly composite night-time sea  surface  temperature  (SST),Gradient of CHL;;;Gradient of SST;;;Coarser (9km res) SST and bathymetry);;;mean values of the environmental variables within the different ARS zones,Seafloor depth;;;Gradient of seafloor depth,30 (chl and sst),1  km (bathymetry);;;Chl a: 9km;;;SST: 4km,ArcGIS v9.2 and interpolated to raster using the Spatial Analyst Tools package, Not Included,,,"To test the habitat used (real ARS zones) in relation to the habi-tat  available  (random  ARS  zones)  GLMM  were  used  with  environmental  parameters  as  dependent  variables  and  type  of ARS zone (i.e. real or random ARS) as independent vari-able. Trip identity nested within the individual was included as  a  random  term,  while  the  quasi-Poisson  family  with  a  logarithm link function for the count data was used for the error distribution. Random ARS zones were generated using Hawths tools for ArcGIS, within concentric circles centered in each colony and with 100 km and 600 km radii (max. dis-tance to the colony of short and long trips, respectively). Th  e  number of random ARS zones trip 1  generated was equal to that of real ARS zones trip 1 .;;;After  knowing  the  zones  were  the  birds  increase  their  resi-dence time (i.e. FPT), we intended to understand and quan-tify which were the environmental variables explaining higher FPT values. Th  erefore, linear mixed-eff ects models were used with FPT as the response variable to assess habitat affi  nities. Trip identity nested within the individual was included as a random eff ect in all models, whereas habitat variables (CHL, SST, DEP, their gradients and interactions) were fi xed eff ects and retained only if they improved model fi t. Environmental variables were fi rstly subjected to a cross-correlation analysis, in order to avoid problems with parameter estimations (Zuur et al. 2007).;;;Th   e  variable  retained  from  each  pair  was  the variable that produced the smallest Akaike ’ s information criteria  (AIC;  Burnham  and  Anderson  1998)  in  the  fi nal model.  Pairwise  comparison  between  environmental  vari-ables  revealed  at  least  two  highly  cross-correlated  variables,  namely DEP  versus GDEP and SST  versus GSST (Table I). From  these,  DEP  and  SST  were  included  in  the  short  trips  models,  while  for  long  trip  models  GDEP  and  GSST  were  selected.;;;We  used  AIC  and  ANOVA  to  compare  models  with  diff er-ent fi xed-eff ect structures (Crawley 2007) and identify the most parsimonious  model.  Moreover,    Δ  AIC  (i.e.  diff erence  between the estimated AIC of the fi nal model, and the estimated AIC of the previous model) was also used as a measure of model fi t. All possible combinations of main eff ects and interactions were con-sidered. FPT and depth were the only variables requiring transfor-mation [y    ln (x  	  1)]. All model residuals were examined for potential infl ated infl uence on the model output. For this model-ing procedure, we only considered two scales of ARS, the fi rst two radius giving greatest variance in log FPT. Although a third (7% of the trips) and a fourth (4% of the trips) ARS scale was present in some trips, the sample size was too small to model.;;;spearmans rank for cross correlation of environmental variables followed by linear mixed effects models with first passage time/residency as the response variable",,,,,How area restricted search of a pelagic seabird changes while performing a dual foraging strategy,Oikos,"Paiva, V.H.; Geraldes, P.; Ramírez, I.; Garthe, S.; Ramos, J.A."
9893765,Use of seabirds to monitor sea-surface temperatures and to validate satellite remote-sensing measurements in the Southern Ocean,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Use of seabirds to monitor sea-surface temperatures and to validate satellite remote-sensing measurements in the Southern Ocean,Marine Ecology Progress Series,"Weimerskirch, H.; Wilson, R.P.; Guinet, C.; Koudil, M."
9893766,"Using object-based analysis of image data to count birds: Mapping of Lesser Flamingos at Kamfers Dam, Northern Cape, South Africa",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Using object-based analysis of image data to count birds: Mapping of Lesser Flamingos at Kamfers Dam, Northern Cape, South Africa",International Journal of Remote Sensing,"Groom, G.; Petersen, I.K.; Anderson, M.D.; Fox, A.D."
9893767,"Bird mortality due to the Deepwater Horizon oil spill: Comment on Haney et al. (2014a,b)",hannah.1.wood,,FALSE, Scopus, Main Body, Other: describe below,Comment on previous study not original study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bird mortality due to the Deepwater Horizon oil spill: Comment on Haney et al. (2014a,b)",Marine Ecology Progress Series,"Sackmann, B.S.; Becker, D.S."
9893768,"Aerial photography based census of Adélie Penguin and its application in CH4 and N2O budget estimation in Victoria Land, Antarctic",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about use of satellite remote sensing for studying seabird ecology,,penguin guano on emissions of greenhouse gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aerial photography based census of Adélie Penguin and its application in CH4 and N2O budget estimation in Victoria Land, Antarctic",Scientific Reports,"He, H.; Cheng, X.; Li, X.; Zhu, R.; Hui, F.; Wu, W.; Zhao, T.; Kang, J.; Tang, J."
9893769,Salinity sensors on seals: Use of marine predators to carry CTD data loggers,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salinity sensors on seals: Use of marine predators to carry CTD data loggers,Deep-Sea Research Part I: Oceanographic Research Papers,"Hooker, S.K.; Boyd, I.L."
9893770,Vast assembly of vocal marine mammals from diverse species on fish spawning ground,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vast assembly of vocal marine mammals from diverse species on fish spawning ground,Nature,"Wang, D.; Garcia, H.; Huang, W.; Tran, D.D.; Jain, A.D.; Yi, D.H.; Gong, Z.; Jech, J.M.; Godø, O.R.; Makris, N.C.; Ratilal, P."
9893771,"First comprehensive abundance survey of a newly discovered Adélie penguin breeding metapopulation in the Robinson Group of islands, Mac.Robertson Land, East Antarctica",hannah.1.wood,,FALSE, Scopus, Main Body, Not about use of satellite remote sensing for studying seabird ecology,,hand-held cameras or cameras within the colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First comprehensive abundance survey of a newly discovered Adélie penguin breeding metapopulation in the Robinson Group of islands, Mac.Robertson Land, East Antarctica",Antarctic Science,"Southwell, C.; Low, M.; Newbery, K.; Emmerson, L."
9893772,Benchmarking of data fusion algorithms in support of earth observation based Antarctic wildlife monitoring,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,methods paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benchmarking of data fusion algorithms in support of earth observation based Antarctic wildlife monitoring,ISPRS Journal of Photogrammetry and Remote Sensing,"Witharana, C.; LaRue, M.A.; Lynch, H.J."
9893773,A continent-wide search for Antarctic petrel breeding sites with satellite remote sensing,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A continent-wide search for Antarctic petrel breeding sites with satellite remote sensing,Remote Sensing of Environment,"Schwaller, M.R.; Lynch, H.J.; Tarroux, A.; Prehn, B."
9893774,A novel technique for measuring heart rate in a free swimming marine vertebrate,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A novel technique for measuring heart rate in a free swimming marine vertebrate,Journal of Experimental Marine Biology and Ecology,"Myers, A.E.; Hays, G.C."
9893775,Quantifying landscape-level land-use intensity patterns through radar-based remote sensing,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quantifying landscape-level land-use intensity patterns through radar-based remote sensing,Journal of Applied Ecology,"Howison, R.A.; Piersma, T.; Kentie, R.; Hooijmeijer, J.C.E.W.; Olff, H."
9893776,Iceberg topography and volume classification using TanDEM-X interferometry,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iceberg topography and volume classification using TanDEM-X interferometry,Cryosphere,"Dammann, D.O.; Eriksson, L.E.B.; Nghiem, S.V.; Pettit, E.C.; Kurtz, N.T.; Sonntag, J.G.; Busche, T.E.; Meyer, F.J.; Mahoney, A.R."
9893777,The geography of fish: The use of remote sensing and spatial analysis tools in fisheries research,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The geography of fish: The use of remote sensing and spatial analysis tools in fisheries research,Professional Geographer,"Kracker, L.M."
9893778,Characterizing light pollution trends across protected areas in China using nighttime light remote sensing data,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characterizing light pollution trends across protected areas in China using nighttime light remote sensing data,ISPRS International Journal of Geo-Information,"Jiang, W.; He, G.; Leng, W.; Long, T.; Wang, G.; Liu, H.; Peng, Y.; Yin, R.; Guo, H."
9893779,Information support for assessing the ecological status of disturbed lands by coal cuts in the Novosibirsk region,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information support for assessing the ecological status of disturbed lands by coal cuts in the Novosibirsk region,Ugol,"Zenkov, I.V.; Nefedov, B.N.; Zhukova, V.V.; Kiryushina, E.V.; Vokin, V.N."
9893780,"Massive decline of the world's largest king penguin colony at Ile aux Cochons, Crozet",hannah.1.wood,,TRUE, Scopus,,,,,2018,France,"Ile aux Cochons, Iles Crozet",Antarctica,"-46.02, 50.03",46,1962 (Helicopter);;;1988 (Satellite),1,,Aptenodytes patagonicus,,,,7 surveys, Abundance/Population Estimates,, Other combined methods,Aerial (manned) plus satellite,,1 day,Aircraft (manned);;; Satellite,,published article counts from helicopters;;;Digital  Globe  (https://www.digitalglobe.com,,WorldView-3 VHR,,igh-resolution multispectral satellite images;;;aerial photographs,colony size and number of breeding pairs,,1 day,,Surfaces were estimated by importing satellite images intothe Quantum GIS geographical information system and outlining the border of the surfaces., Not Included,,NI,,"Although the decline started at least 20 years ago, itappears to be ongoing, and the causes of the decline may still be active","However,  to  be  able  tounderstand the cause of the decline, it is necessary tostudy the colony on land and at sea. The last visits ashorewere in 1974 and 1982. It would be of considerableimportance to examine the foraging ecology (includingat-sea distribution) of individuals from this colony todetect potential adverse trophic conditions, and makeobservations on the conditions that occur on land today,such as the possible presence of diseases and parasites,and the effects of native or introduced predators.",In this case there is a massive decline but still when looking at change in breeding population size over time isn't it risky to use only one photo for the year? What if the time of max breeding/peak breeding has changed?,,"Massive decline of the world's largest king penguin colony at Ile aux Cochons, Crozet",Antarctic Science,"Weimerskirch, H.; Le Bouard, F.; Ryan, P.G.; Bost, C.A."
9893781,"Individual responses of seabirds to commercial fisheries revealed using GPS tracking, stable isotopes and vessel monitoring systems",hannah.1.wood,,TRUE, Scopus,,,,,2010,UK,"Grassholm, Wales",UK,"51.7, -5.47",1,2006,1,Sulidae,Morus bassanus,,32,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,19 m,3 min, Satellite,,http://mo-dis.gsfc.nasa.gov/,NASA,Aqua satellite,MODIS instrumen,Sea surface temperature (SST);;;chlorophyll a concentration,,Monthly mapped copepod abundance (m)3)wasderived from data collected by the Continuous Plankton Recorder(CPR) survey,8,5000x5000,, Not Included,,we urge caution in interpreting theseresults because of a temporal mismatch in the data,"We mod-elled SST, chlorophyllaconcentration, copepod abundance and aver-age VMS density over 2000–2004 as continuous fixed factors andcontemporaneous presence⁄absence of fishing vessels as a two-levelfactor.;;;We fitted a fullmodel and then investigated the significance of te;;;To determine factors influencing at-sea path tortuosity and speed,we used Generalized Linear Mixed Models (GLMM)",,,"This mayreflect the fact that current chlorophyll abundance does notnecessarily equate to current food abundance. Instead, highchlorophyll concentration may represent a standing stock notyet exploited by zooplankton, or species of phytoplanktonunpalatable to grazing zooplankton. Despite finding signifi-cant relationships between at-sea behaviour of gannets andenvironmental covariates, we urge caution in inter",,"Individual responses of seabirds to commercial fisheries revealed using GPS tracking, stable isotopes and vessel monitoring systems",Journal of Applied Ecology,"Votier, S.C.; Bearhop, S.; Witt, M.J.; Inger, R.; Thompson, D.; Newton, J."
9893782,Mesoscale fronts as foraging habitats: Composite front mapping reveals oceanographic drivers of habitat use for a pelagic seabird,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesoscale fronts as foraging habitats: Composite front mapping reveals oceanographic drivers of habitat use for a pelagic seabird,Journal of the Royal Society Interface,"Scales, K.L.; Miller, P.I.; Embling, C.B.; Ingram, S.N.; Pirotta, E.; Votier, S.C."
9893783,Remote sensing of Southern Ocean sea surface temperature: Implications for marine biophysical models,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing of Southern Ocean sea surface temperature: Implications for marine biophysical models,Remote Sensing of Environment,"Sumner, M.D.; Michael, K.J.; Bradshaw, C.J.A.; Hindell, M.A."
9893784,Modeling the spatial distribution and fruiting pattern of a key tree species in a neotropical forest: Methodology and potential applications,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modeling the spatial distribution and fruiting pattern of a key tree species in a neotropical forest: Methodology and potential applications,PLoS ONE,"Caillaud, D.; Crofoot, M.C.; Scarpino, S.V.; Jansen, P.A.; Garzon-Lopez, C.X.; Winkelhagen, A.J.S.; Bohlman, S.A.; Walsh, P.D."
9893785,Larger foraging range but similar habitat selection in non-breeding versus breeding sub-Antarctic penguins,hannah.1.wood,,FALSE, Scopus, Main Body, Not about use of satellite remote sensing for studying seabird ecology,no remote sensing data used as an explanatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larger foraging range but similar habitat selection in non-breeding versus breeding sub-Antarctic penguins,Antarctic Science,"Thiebot, J.-B.; Lescroël, A.; Pinaud, D.; Trathan, P.N.; Bost, C.-A."
9893786,Bird mortality due to the Deepwater Horizon oil spill: Reply to Sackmann & Becker (2015),hannah.1.wood,,FALSE, Scopus,Title/Abstract, Other: describe below,"Response to comments on a study, not an original study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bird mortality due to the Deepwater Horizon oil spill: Reply to Sackmann & Becker (2015),Marine Ecology Progress Series,"Haney, J.C.; Geiger, H.J.; Short, J.W."
9893787,A review of shark satellite tagging studies,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A review of shark satellite tagging studies,Journal of Experimental Marine Biology and Ecology,"Hammerschlag, N.; Gallagher, A.J.; Lazarre, D.M."
9893788,Detection of mesoscale thermal fronts from 4km data using smoothing techniques: Gradient-based fronts classification and basin scale application,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detection of mesoscale thermal fronts from 4km data using smoothing techniques: Gradient-based fronts classification and basin scale application,Remote Sensing of Environment,"Roa-Pascuali, L.; Demarcq, H.; Nieblas, A.-E."
9893789,How do you find the green sheep? A critical review of the use of remotely sensed imagery to detect and count animals,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How do you find the green sheep? A critical review of the use of remotely sensed imagery to detect and count animals,Methods in Ecology and Evolution,"Hollings, T.; Burgman, M.; van Andel, M.; Gilbert, M.; Robinson, T.; Robinson, A."
9893790,Fully Connected Continuous Conditional Random Field with Stochastic Cliques for Dark-Spot Detection in SAR Imagery,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fully Connected Continuous Conditional Random Field with Stochastic Cliques for Dark-Spot Detection in SAR Imagery,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"Xu, L.; Shafiee, M.J.; Wong, A.; Clausi, D.A."
9893791,Geoinformatics vulnerability predictions of coastal ecosystems to sea-level rise in Southeastern Australia,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoinformatics vulnerability predictions of coastal ecosystems to sea-level rise in Southeastern Australia,"Geomatics, Natural Hazards and Risk","Al-Nasrawi, A.K.M.; Hamylton, S.M.; Jones, B.G.; Hopley, C.A.; Al Yazichi, Y.M."
9893792,Adapting to a Changing World: Unraveling the Role of Man-Made Habitats as Alternative Feeding Areas for Slender-Billed Gull (Chroicocephalus genei),hannah.1.wood,,TRUE, Scopus,,,,,2012,Spain,Doñana National and Natural Park,Spain,,22,1983,1,Laridae,Chroicocephalus genei,,,,,Foraging Location/Distribution;;; Abundance/Population Estimates,Breeding success, Land-based survey,,,annual, Satellite,,,,Landsat,"MSS, TM and ETM+",Images,Inundation rate/ extent of marshland;;;interpolated daily extent of the marshland;;;seasonal averages from averaged daily values,,15,,"mages were geometricallyand radiometrically corrected, transformed into reflectance valuesusing Pons and Sole ́-Sugran ̃ es [26] method based on a dark objectmodel, and normalized to a reference image using a set of pseudo-invariant areas", Not Included,,"look at different seasons/interpolation. Multiyear study. selected   model   from   the   stepwiseregression included the average extent of the natural marshes forthe  entire  breeding  period  as  the  only  explanatory  variable,","Estimated  flooded  areas  were  subsequentlyincorporated  as  explanatory  variables  in  a  stepwise  regression  totest  their  effects  over  gull  reproductive  success;;;The estimated extent of the marshland for the chick-rearing  period  was  finally  incorporated  in  a  linear  model  toevaluate  the  influence  of  natural  resource  availability  on  therelative  contribution  of  main  dietary  resources  to  the  diet  offledglings.;;;estimated  proportions  of  gulls  observedwere fitted in a linear model in which flooded area and breedingstage  (i.e.  clutch  production,  incubation  and  chick-rearing)  wereincluded as covariate and fixed factor, respectively",,,,,Adapting to a Changing World: Unraveling the Role of Man-Made Habitats as Alternative Feeding Areas for Slender-Billed Gull (Chroicocephalus genei),PLoS ONE,"Ramírez, F.; Navarro, J.; Afán, I.; Hobson, K.A.; Delgado, A.; Forero, M.G."
9893793,A comparison of drone imagery and ground-based methods for estimating the extent of habitat destruction by lesser snow geese (Anser caerulescens caerulescens) in La Pérouse Bay,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A comparison of drone imagery and ground-based methods for estimating the extent of habitat destruction by lesser snow geese (Anser caerulescens caerulescens) in La Pérouse Bay,PLoS ONE,"Barnas, A.F.; Darby, B.J.; Vandeberg, G.S.; Rockwell, R.F.; Ellis-Felege, S.N."
9893794,"Vision of a cyberinfrastructure for nonnative, invasive species management",hannah.1.wood,,FALSE, Scopus, Main Body, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vision of a cyberinfrastructure for nonnative, invasive species management",BioScience,"Graham, J.; Simpson, A.; Crall, A.; Jarnevich, C.; Newman, G.; Stohlgren, T.J."
9893795,Long-term GPS tracking of ocean sunfish Mola mola offers a new direction in fish monitoring,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long-term GPS tracking of ocean sunfish Mola mola offers a new direction in fish monitoring,PLoS ONE,"Sims, D.W.; Queiroz, N.; Humphries, N.E.; Lima, F.P.; Hays, G.C."
9893796,Remote Monitoring of PSD Slope under the Influence of Sand Dredging Activities in Lake Hongze Based on Landsat-8/OLI Data and VIIRS/DNB Night-Time Light Composite Data,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Monitoring of PSD Slope under the Influence of Sand Dredging Activities in Lake Hongze Based on Landsat-8/OLI Data and VIIRS/DNB Night-Time Light Composite Data,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"Lei, S.; Lyu, H.; Xu, J.; Li, Y.; Du, C.; Mu, M.; Zeng, S.; Miao, S.; Bi, S.; Wang, Q."
9893797,An automated method for the detection of emperor penguin colonies from landsat 8 imagery,hannah.1.wood,,FALSE, Scopus, Main Body, Other: describe below,Methods paper not ecological study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An automated method for the detection of emperor penguin colonies from landsat 8 imagery,Remote Sensing Letters,"Shen, X.-Y.; Ke, C.-Q.; Miao, X.; Zhang, X.; Zhang, J."
